OBJECTID,FID_grid_25,grid_area,grid_id,FID_sz_1066,ID,AREA,ZONE,TAZ,SNAME,SECT6,SECT8,SECT12,SECT_T,SECT24,SECT50,CLASS2001,CLASS2010,CLASS2020,CLASS2030,HSSECT,DISTRICT,INCCLASS,EMPINC,INCCLASS05,INCCLASS30,EMPINC05,EMPINC30,TOURE,HKSZ,POP2005,POP2030,EMP2005,EMP2030,SECT29,mianji,CODE,_,_1,New_CODE,new_CODE_A,Area_A,codeA,code1112,code_1112,newTAZcode,TAZ_code,newCODE,code2,newCODE1,newTAZ_No,ORIG_ID,NewArea,Shape_Length,Shape_Area,segArea
2122,733,3359078.5,732,697,7980,1.318932,7980,451,LG203-03,6,6,10,20,39,43,67,56,45,35,6,0,0,0,0,0,0,0,0,239,10042,13232,349,29652,19,815612.1638,20195,141293.1814,0,0,0,815612,0,0,0,0,0,0,0,162610,3557,697,812121,0.024276223,2.818E-05,321013.2813
2123,733,3359078.5,732,747,8100,1.934793,8100,463,LG303-T4,6,6,11,21,42,43,77,66,55,44,6,0,0,0,0,0,0,0,0,239,13031,55,0,94,25,4999812.08,21041,142348.8879,1,0,210412,494077,0,0,0,0,0,0,0,180340,6049,747,491944,0.016267752,9.41195E-06,107214.8359
2124,733,3359078.5,732,870,8120,1.481657,8120,465,LG303-07,6,6,11,21,42,47,77,66,55,44,6,0,0,0,0,0,0,0,0,242,7554,27755,52652,18892,25,1698244.817,21021,141910.8982,1,0,210211,595554,0,0,0,0,0,0,0,122011,6063,870,593067,0.017494933,1.51861E-05,173009.0781
2125,733,3359078.5,732,871,8120,1.481657,8120,465,LG303-07,6,6,11,21,42,47,77,66,55,44,6,0,0,0,0,0,0,0,0,242,7554,27755,52652,18892,25,1698244.817,21021,141910.8982,1,0,210213,541074,0,0,0,0,0,0,0,122013,6064,871,538795,0.029884913,4.01959E-05,457916.9063
2126,733,3359078.5,732,872,8120,1.481657,8120,465,LG303-07,6,6,11,21,42,47,77,66,55,44,6,0,0,0,0,0,0,0,0,242,7554,27755,52652,18892,25,1480507.317,21032,143477.0751,1,0,210321,1148060,0,0,0,0,0,0,0,111012,6065,872,1143160,0.02240761,2.61478E-05,297870.5
2127,734,3335909.75,733,38,8110,2.16374,8110,464,LG303-08,6,6,11,21,42,47,77,55,44,33,6,0,0,0,0,0,0,0,0,242,11700,33768,736,8268,25,3144902.38,21031,144224.5172,0,0,0,3144900,0,0,0,0,0,0,0,210310,6014,38,3131710,0.040797388,6.86403E-05,781938.5625
2128,734,3335909.75,733,39,8090,1.029027,8090,462,LG303-03,6,6,11,21,42,47,77,56,45,34,6,0,0,0,0,0,0,0,0,242,27000,14462,364,9690,25,1484746.42,21042,142987.3302,0,0,0,1484750,0,0,0,0,0,0,0,210420,6015,39,1478330,0.021185867,1.60374E-05,182685.3281
2129,734,3335909.75,733,40,8070,0.909303,8070,460,LG303-04,6,6,11,21,42,47,77,55,44,32,6,0,0,0,0,0,0,0,0,242,40932,13811,2044,16495,25,2349808.397,21061,144761.4217,0,0,0,1389590,0,0,0,0,0,0,0,210610,6016,40,1383560,0.026113971,3.29502E-05,375343.9375
2130,734,3335909.75,733,636,8120,1.481657,8120,465,LG303-07,6,6,11,21,42,47,77,66,55,44,6,0,0,0,0,0,0,0,0,242,7554,27755,52652,18892,25,1480507.317,21032,143477.0751,1,0,210322,1277520,0,0,0,0,0,0,0,202440,6045,636,1272100,0.045502239,0.000100775,1148014
2131,734,3335909.75,733,801,8070,0.909303,8070,460,LG303-04,6,6,11,21,42,47,77,55,44,32,6,0,0,0,0,0,0,0,0,242,40932,13811,2044,16495,25,2349808.397,21062,144761.4217,0,0,0,960214,0,0,0,0,0,0,0,170760,6061,801,956059,0.011131914,5.49853E-06,62635.00781
2132,734,3335909.75,733,872,8120,1.481657,8120,465,LG303-07,6,6,11,21,42,47,77,66,55,44,6,0,0,0,0,0,0,0,0,242,7554,27755,52652,18892,25,1480507.317,21032,143477.0751,1,0,210321,1148060,0,0,0,0,0,0,0,111012,6065,872,1143160,0.03561788,7.3608E-05,838506.4375
2133,735,3358913.25,734,18,8080,2.159462,8080,461,LG303-09,6,6,11,21,42,47,76,55,44,33,6,0,0,0,0,0,0,0,0,242,9635,44575,0,10999,25,1451967.671,21056,147335.4409,0,0,0,1451970,0,0,0,0,0,0,0,210560,6002,18,1445710,0.018111061,1.20215E-05,136943.7188
2134,735,3358913.25,734,38,8110,2.16374,8110,464,LG303-08,6,6,11,21,42,47,77,55,44,33,6,0,0,0,0,0,0,0,0,242,11700,33768,736,8268,25,3144902.38,21031,144224.5172,0,0,0,3144900,0,0,0,0,0,0,0,210310,6014,38,3131710,0.024775715,1.87717E-05,213843.3594
2135,735,3358913.25,734,40,8070,0.909303,8070,460,LG303-04,6,6,11,21,42,47,77,55,44,32,6,0,0,0,0,0,0,0,0,242,40932,13811,2044,16495,25,2349808.397,21061,144761.4217,0,0,0,1389590,0,0,0,0,0,0,0,210610,6016,40,1383560,0.006191369,1.55531E-06,17716.36914
2136,735,3358913.25,734,525,8080,2.159462,8080,461,LG303-09,6,6,11,21,42,47,76,55,44,33,6,0,0,0,0,0,0,0,0,242,9635,44575,0,10999,25,868036.478,21051,145504.2699,0,0,0,868037,0,0,0,0,0,0,0,201930,6032,525,864317,0.035990924,7.45021E-05,848683.125
2137,735,3358913.25,734,527,8080,2.159462,8080,461,LG303-09,6,6,11,21,42,47,76,55,44,33,6,0,0,0,0,0,0,0,0,242,9635,44575,0,10999,25,817786.019,21053,146118.0898,0,0,0,817786,0,0,0,0,0,0,0,210510,6034,527,814317,0.026630902,4.19375E-05,477740.9375
2138,735,3358913.25,734,528,8080,2.159462,8080,461,LG303-09,6,6,11,21,42,47,76,55,44,33,6,0,0,0,0,0,0,0,0,242,9635,44575,0,10999,25,1033367.562,21052,145377.0433,0,0,0,1033370,0,0,0,0,0,0,0,210430,6035,528,1029030,0.022113768,2.86885E-05,326817.4063
2139,735,3358913.25,734,558,8060,1.926851,8060,459,LG303-05,6,6,11,21,42,47,66,55,44,33,6,0,0,0,0,0,0,0,0,242,15780,45569,57212,3882,25,1406085.966,21072,146445.8734,0,0,0,741687,0,0,0,0,0,0,0,210930,6042,558,738462,0.021613559,2.78503E-05,317237.4063
2140,735,3358913.25,734,748,8060,1.926851,8060,459,LG303-05,6,6,11,21,42,47,66,55,44,33,6,0,0,0,0,0,0,0,0,242,15780,45569,57212,3882,25,1406085.966,21054,146603.3671,0,0,0,664399,0,0,0,0,0,0,0,180420,6050,748,661535,0.022306764,3.07523E-05,350305.1875
2141,735,3358913.25,734,801,8070,0.909303,8070,460,LG303-04,6,6,11,21,42,47,77,55,44,32,6,0,0,0,0,0,0,0,0,242,40932,13811,2044,16495,25,2349808.397,21062,144761.4217,0,0,0,960214,0,0,0,0,0,0,0,170760,6061,801,956059,0.032106424,5.57452E-05,634998.1875
2142,736,3335746.75,735,17,8150,19.493444,8150,468,LG303-T2,6,6,11,21,42,47,87,76,65,55,6,0,0,0,0,0,0,0,0,242,50409,395,1853,495,25,50374308.88,21991,144089.2572,0,0,0,50374300,0,0,0,0,0,0,0,219910,6001,17,50171700,0.040490397,6.92848E-05,789261.625
2143,736,3335746.75,735,18,8080,2.159462,8080,461,LG303-09,6,6,11,21,42,47,76,55,44,33,6,0,0,0,0,0,0,0,0,242,9635,44575,0,10999,25,1451967.671,21056,147335.4409,0,0,0,1451970,0,0,0,0,0,0,0,210560,6002,18,1445710,0.049845282,0.000106223,1210001.5
2144,736,3335746.75,735,521,8060,1.926851,8060,459,LG303-05,6,6,11,21,42,47,66,55,44,33,6,0,0,0,0,0,0,0,0,242,15780,45569,57212,3882,25,1968254.612,21073,147706.2371,1,0,210732,673499,0,0,0,0,0,0,0,162131,6030,521,670536,0.006405076,1.1865E-06,13514.84375
2145,736,3335746.75,735,558,8060,1.926851,8060,459,LG303-05,6,6,11,21,42,47,66,55,44,33,6,0,0,0,0,0,0,0,0,242,15780,45569,57212,3882,25,1406085.966,21072,146445.8734,0,0,0,741687,0,0,0,0,0,0,0,210930,6042,558,738462,0.015415665,1.42772E-05,162627.5
2146,736,3335746.75,735,748,8060,1.926851,8060,459,LG303-05,6,6,11,21,42,47,66,55,44,33,6,0,0,0,0,0,0,0,0,242,15780,45569,57212,3882,25,1406085.966,21054,146603.3671,0,0,0,664399,0,0,0,0,0,0,0,180420,6050,748,661535,0.02152598,2.79993E-05,318940.8125
2147,736,3335746.75,735,749,8060,1.926851,8060,459,LG303-05,6,6,11,21,42,47,66,55,44,33,6,0,0,0,0,0,0,0,0,242,15780,45569,57212,3882,25,1968254.612,21055,147935.6518,1,0,210551,425647,0,0,0,0,0,0,0,182310,6051,749,423795,0.027097587,3.78694E-05,431357.625
2148,736,3335746.75,735,924,8060,1.926851,8060,459,LG303-05,6,6,11,21,42,47,66,55,44,33,6,0,0,0,0,0,0,0,0,242,15780,45569,57212,3882,25,1968254.612,21073,147706.2371,1,0,210731,564693,0,0,0,0,0,0,0,200812,6070,924,562226,0.022762992,2.17333E-05,247558.0469
2149,736,3335746.75,735,925,8060,1.926851,8060,459,LG303-05,6,6,11,21,42,47,66,55,44,33,6,0,0,0,0,0,0,0,0,242,15780,45569,57212,3882,25,1968254.612,21055,147935.6518,1,0,210552,304416,0,0,0,0,0,0,0,200411,6071,925,303086,0.015452903,1.45268E-05,165466.4063
2150,737,3358750.25,736,17,8150,19.493444,8150,468,LG303-T2,6,6,11,21,42,47,87,76,65,55,6,0,0,0,0,0,0,0,0,242,50409,395,1853,495,25,50374308.88,21991,144089.2572,0,0,0,50374300,0,0,0,0,0,0,0,219910,6001,17,50171700,0.03090855,4.37126E-05,497942.9375
2151,737,3358750.25,736,18,8080,2.159462,8080,461,LG303-09,6,6,11,21,42,47,76,55,44,33,6,0,0,0,0,0,0,0,0,242,9635,44575,0,10999,25,1451967.671,21056,147335.4409,0,0,0,1451970,0,0,0,0,0,0,0,210560,6002,18,1445710,0.00943141,4.90993E-06,55927.33594
2152,737,3358750.25,736,19,8140,6.87008,8140,467,LG303-T3,6,6,11,21,42,46,87,76,65,55,6,0,0,0,0,0,0,0,0,242,12945,463,0,759,25,17753759.52,21992,151646.1756,0,0,0,17753800,0,0,0,0,0,0,0,219920,6003,19,17677300,0.056747584,0.000192506,2192806
2153,737,3358750.25,736,21,7920,1.417406,7920,445,LG302-03,6,6,11,21,42,46,77,66,55,44,6,0,0,0,0,0,0,0,0,242,7205,10717,43751,8846,25,1365568.403,21121,149796.9339,0,0,0,995807,0,0,0,0,0,0,0,211210,6005,21,991405,0.019330411,1.46106E-05,166419.8594
2154,737,3358750.25,736,555,8050,1.277074,8050,458,LG303-T1,6,6,11,21,42,47,77,66,55,44,6,0,0,0,0,0,0,0,0,242,5483,2,9,2,25,2638010.692,21074,148889.0212,0,0,0,1215960,0,0,0,0,0,0,0,211430,6039,555,1210600,0.023556019,2.69655E-05,307149.0938
2155,737,3358750.25,736,925,8060,1.926851,8060,459,LG303-05,6,6,11,21,42,47,66,55,44,33,6,0,0,0,0,0,0,0,0,242,15780,45569,57212,3882,25,1968254.612,21055,147935.6518,1,0,210552,304416,0,0,0,0,0,0,0,200411,6071,925,303086,0.011448895,7.81752E-06,89044.95313
2156,738,3324044.25,737,19,8140,6.87008,8140,467,LG303-T3,6,6,11,21,42,46,87,76,65,55,6,0,0,0,0,0,0,0,0,242,12945,463,0,759,25,17753759.52,21992,151646.1756,0,0,0,17753800,0,0,0,0,0,0,0,219920,6003,19,17677300,0.067412331,0.00028158,3207333.25
2157,738,3324044.25,737,536,7920,1.417406,7920,445,LG302-03,6,6,11,21,42,46,77,66,55,44,6,0,0,0,0,0,0,0,0,242,7205,10717,43751,8846,25,1716653.953,21123,152160.9173,0,0,0,1716650,0,0,0,0,0,0,0,220310,6036,536,1708960,0.011752185,1.69501E-06,19305.90039
2158,738,3324044.25,737,752,7920,1.417406,7920,445,LG302-03,6,6,11,21,42,46,77,66,55,44,6,0,0,0,0,0,0,0,0,242,7205,10717,43751,8846,25,1365568.403,21122,150689.3999,0,0,0,824387,0,0,0,0,0,0,0,191430,6054,752,820728,0.020115347,9.09716E-06,103616.6719
2159,739,3335507,738,19,8140,6.87008,8140,467,LG303-T3,6,6,11,21,42,46,87,76,65,55,6,0,0,0,0,0,0,0,0,242,12945,463,0,759,25,17753759.52,21992,151646.1756,0,0,0,17753800,0,0,0,0,0,0,0,219920,6003,19,17677300,0.067257132,0.000261195,2975095.75
2160,740,3358510.5,739,19,8140,6.87008,8140,467,LG303-T3,6,6,11,21,42,46,87,76,65,55,6,0,0,0,0,0,0,0,0,242,12945,463,0,759,25,17753759.52,21992,151646.1756,0,0,0,17753800,0,0,0,0,0,0,0,219920,6003,19,17677300,0.03203473,5.6617E-05,644855.1875
2161,751,3290270.25,750,726,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16191,83237.02934,0,0,0,7574500,0,0,0,0,0,0,0,161771,3091,726,7547720,0.063818379,0.000207022,2360167.75
2162,751,3290270.25,750,927,5440,1.228668,5440,207,XBGY-35,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,2557,0,0,0,0,3175068.513,16192,84754.12334,1,0,161923,1573930,0,0,0,0,0,0,0,201711,4598,927,1568410,0.036095763,2.72896E-05,311109.5938
2163,752,3290172.5,751,80,5330,0.991927,5330,196,XBGY-42,5,8,6,16,30,30,88,77,66,55,8,0,0,0,0,0,0,0,0,228,3240,0,227,0,0,2563278.506,16197,85432.8313,0,0,0,3722780,0,0,0,0,0,0,0,161970,4670,80,3710280,0.00978852,3.60236E-06,41069.88281
2164,752,3290172.5,751,85,5340,1.540021,5340,197,XBGY-43,5,8,6,16,30,30,88,67,56,45,8,0,0,0,0,0,0,0,0,228,5160,3701,602,5397,7,2031416.214,16195,86043.44371,0,0,0,1146560,0,0,0,0,0,0,0,161950,4505,85,1142580,0.035747349,7.59065E-05,865371.4375
2165,752,3290172.5,751,501,5430,2.230821,5430,206,XBGY-36,5,8,6,16,31,31,88,67,56,45,8,0,0,0,0,0,0,0,10000,229,7954,6046,4788,7099,9,1700918.861,16194,86350.38962,1,0,161941,536975,0,0,0,0,0,0,0,170240,4542,501,535055,0.020885576,2.68966E-05,306611.5313
2166,752,3290172.5,751,774,5430,2.230821,5430,206,XBGY-36,5,8,6,16,31,31,88,67,56,45,8,0,0,0,0,0,0,0,10000,229,7954,6046,4788,7099,9,1700918.861,16199,85598.62587,1,0,161992,465409,0,0,0,0,0,0,0,220522,4589,774,463752,0.023690344,3.1732E-05,361738.7813
2167,752,3290172.5,751,927,5440,1.228668,5440,207,XBGY-35,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,2557,0,0,0,0,3175068.513,16192,84754.12334,1,0,161923,1573930,0,0,0,0,0,0,0,201711,4598,927,1568410,0.04405225,9.80403E-05,1117696.125
2168,752,3290172.5,751,949,5430,2.230821,5430,206,XBGY-36,5,8,6,16,31,31,88,67,56,45,8,0,0,0,0,0,0,0,10000,229,7954,6046,4788,7099,9,1700918.861,16194,86350.38962,1,0,161942,377721,0,0,0,0,0,0,0,161541,4620,949,376387,0.020583291,2.60118E-05,296535.3125
2169,752,3290172.5,751,950,5430,2.230821,5430,206,XBGY-36,5,8,6,16,31,31,88,67,56,45,8,0,0,0,0,0,0,0,10000,229,7954,6046,4788,7099,9,1700918.861,16199,85598.62587,1,0,161991,320814,0,0,0,0,0,0,0,161562,4621,950,319684,0.020859724,2.79192E-05,318281.375
2170,753,3335770,752,85,5340,1.540021,5340,197,XBGY-43,5,8,6,16,30,30,88,67,56,45,8,0,0,0,0,0,0,0,0,228,5160,3701,602,5397,7,2031416.214,16195,86043.44371,0,0,0,1146560,0,0,0,0,0,0,0,161950,4505,85,1142580,0.017688436,1.00099E-05,114115.8438
2171,753,3335770,752,501,5430,2.230821,5430,206,XBGY-36,5,8,6,16,31,31,88,67,56,45,8,0,0,0,0,0,0,0,10000,229,7954,6046,4788,7099,9,1700918.861,16194,86350.38962,1,0,161941,536975,0,0,0,0,0,0,0,170240,4542,501,535055,0.014308735,1.09654E-05,125000.625
2172,753,3335770,752,519,5420,1.317607,5420,205,XBGY-37,5,8,6,16,31,31,77,56,45,34,8,0,0,0,0,0,0,0,0,229,31621,17282,576,32865,9,1666307.454,16213,88262.33632,1,0,162131,649085,0,0,0,0,0,0,0,170940,4546,519,646754,0.026655265,4.31314E-05,491672
2173,753,3335770,752,520,5350,1.155651,5350,198,XBGY-44,5,8,6,16,30,30,77,56,45,34,8,0,0,0,0,0,0,0,0,228,12307,20278,5382,14275,7,1086635.149,16241,88005.99507,1,0,162411,626144,0,0,0,0,0,0,0,171270,4547,520,623957,0.023537102,2.45348E-05,279702.2813
2174,753,3335770,752,625,5430,2.230821,5430,206,XBGY-36,5,8,6,16,31,31,88,67,56,45,8,0,0,0,0,0,0,0,10000,229,7954,6046,4788,7099,9,921722.5289,16202,87152.74214,1,0,162021,555726,0,0,0,0,0,0,0,162224,4561,625,553736,0.026139668,4.08627E-05,465816.3125
2175,753,3335770,752,728,5340,1.540021,5340,197,XBGY-43,5,8,6,16,30,30,88,67,56,45,8,0,0,0,0,0,0,0,0,228,5160,3701,602,5397,7,2031416.214,16203,87046.01915,1,0,162032,378207,0,0,0,0,0,0,0,161910,4582,728,376890,0.021399757,2.21357E-05,252356.25
2176,753,3335770,752,946,5420,1.317607,5420,205,XBGY-37,5,8,6,16,31,31,77,56,45,34,8,0,0,0,0,0,0,0,0,229,31621,17282,576,32865,9,1666307.454,16213,88262.33632,1,0,162133,451491,0,0,0,0,0,0,0,161652,4617,946,449884,0.02504089,3.47011E-05,395583.25
2177,753,3335770,752,948,5430,2.230821,5430,206,XBGY-36,5,8,6,16,31,31,88,67,56,45,8,0,0,0,0,0,0,0,10000,229,7954,6046,4788,7099,9,921722.5289,16202,87152.74214,1,0,162022,365996,0,0,0,0,0,0,0,168022,4619,948,364699,0.023317917,3.11397E-05,354989.1875
2178,753,3335770,752,949,5430,2.230821,5430,206,XBGY-36,5,8,6,16,31,31,88,67,56,45,8,0,0,0,0,0,0,0,10000,229,7954,6046,4788,7099,9,1700918.861,16194,86350.38962,1,0,161942,377721,0,0,0,0,0,0,0,161541,4620,949,376387,0.012097426,7.92928E-06,90393.3125
2179,753,3335770,752,951,5350,1.155651,5350,198,XBGY-44,5,8,6,16,30,30,77,56,45,34,8,0,0,0,0,0,0,0,0,228,12307,20278,5382,14275,7,1086635.149,16241,88005.99507,1,0,162412,460491,0,0,0,0,0,0,0,162011,4622,951,458867,0.025072342,3.44738E-05,393005.1563
2180,753,3335770,752,952,5340,1.540021,5340,197,XBGY-43,5,8,6,16,30,30,88,67,56,45,8,0,0,0,0,0,0,0,0,228,5160,3701,602,5397,7,2031416.214,16203,87046.01915,1,0,162031,374093,0,0,0,0,0,0,0,162132,4623,952,372778,0.023916617,3.27304E-05,373133.9688
2181,754,3289977.25,753,328,5400,1.444866,5400,203,XBGY-39,5,8,6,16,31,30,67,56,45,34,8,0,0,0,0,0,0,0,0,228,78730,37514,47,26686,9,4098668.41,16251,90527.23966,0,0,0,3883480,0,0,0,0,0,0,0,162510,4532,328,3869920,0.005477046,1.19209E-06,13589.94531
2182,754,3289977.25,753,329,5360,0.822388,5360,199,XBGY-45,5,8,6,16,30,30,67,56,45,34,8,0,0,0,0,0,0,0,0,228,23306,22958,35684,8569,7,2125161.173,16243,89202.82633,0,0,0,1201260,0,0,0,0,0,0,0,162430,4533,329,1197010,0.039542477,9.18806E-05,1047425.625
2183,754,3289977.25,753,519,5420,1.317607,5420,205,XBGY-37,5,8,6,16,31,31,77,56,45,34,8,0,0,0,0,0,0,0,0,229,31621,17282,576,32865,9,1666307.454,16213,88262.33632,1,0,162131,649085,0,0,0,0,0,0,0,170940,4546,519,646754,0.012704021,5.54323E-06,63188.72656
2184,754,3289977.25,753,520,5350,1.155651,5350,198,XBGY-44,5,8,6,16,30,30,77,56,45,34,8,0,0,0,0,0,0,0,0,228,12307,20278,5382,14275,7,1086635.149,16241,88005.99507,1,0,162411,626144,0,0,0,0,0,0,0,171270,4547,520,623957,0.010414213,6.36838E-06,72601.17969
2185,754,3289977.25,753,621,5480,1.063599,5480,211,XBGY-30,5,8,6,16,31,31,76,55,44,33,8,0,0,0,0,0,0,0,0,229,79753,41384,56679,4683,9,1546127.654,16214,89647.87497,1,0,162141,520894,0,0,0,0,0,0,0,160923,4557,621,519011,0.024600631,3.96352E-05,451807.625
2186,754,3289977.25,753,725,5490,1.382988,5490,212,XBGY-31,5,8,6,16,31,31,67,55,44,33,8,0,0,0,0,0,0,0,0,229,91289,61220,77488,9619,9,2173058.452,16223,90625.83636,0,0,0,1102150,0,0,0,0,0,0,0,151520,4580,725,1098210,0.017046467,1.19787E-05,136556.0625
2187,754,3289977.25,753,945,5420,1.317607,5420,205,XBGY-37,5,8,6,16,31,31,77,56,45,34,8,0,0,0,0,0,0,0,0,229,31621,17282,576,32865,9,1666307.454,16213,88262.33632,1,0,162132,357562,0,0,0,0,0,0,0,161611,4616,945,356272,0.020608079,2.63378E-05,300230.0625
2188,754,3289977.25,753,946,5420,1.317607,5420,205,XBGY-37,5,8,6,16,31,31,77,56,45,34,8,0,0,0,0,0,0,0,0,229,31621,17282,576,32865,9,1666307.454,16213,88262.33632,1,0,162133,451491,0,0,0,0,0,0,0,161652,4617,946,449884,0.011417387,5.76675E-06,65738.99219
2189,754,3289977.25,753,947,5420,1.317607,5420,205,XBGY-37,5,8,6,16,31,31,77,56,45,34,8,0,0,0,0,0,0,0,0,229,31621,17282,576,32865,9,1666307.454,16213,88262.33632,1,0,162134,208170,0,0,0,0,0,0,0,160832,4618,947,207427,0.017161763,1.83955E-05,209700.9844
2190,754,3289977.25,753,951,5350,1.155651,5350,198,XBGY-44,5,8,6,16,30,30,77,56,45,34,8,0,0,0,0,0,0,0,0,228,12307,20278,5382,14275,7,1086635.149,16241,88005.99507,1,0,162412,460491,0,0,0,0,0,0,0,162011,4622,951,458867,0.010213725,5.12786E-06,58457.48828
2191,754,3289977.25,753,957,5480,1.063599,5480,211,XBGY-30,5,8,6,16,31,31,76,55,44,33,8,0,0,0,0,0,0,0,0,229,79753,41384,56679,4683,9,1546127.654,16214,89647.87497,1,0,162142,360231,0,0,0,0,0,0,0,161991,4627,957,358924,0.019584205,2.30819E-05,263110
2192,754,3289977.25,753,958,5480,1.063599,5480,211,XBGY-30,5,8,6,16,31,31,76,55,44,33,8,0,0,0,0,0,0,0,0,229,79753,41384,56679,4683,9,1546127.654,16214,89647.87497,1,0,162143,665003,0,0,0,0,0,0,0,162412,4628,958,662621,0.034105058,5.44973E-05,621238.875
2193,755,3335573.25,754,327,5290,0.581797,5290,192,BA104A-07,5,8,5,15,30,30,68,57,46,35,8,0,0,0,0,0,0,0,0,228,10478,28785,513,10227,7,1503446.478,15021,92002.80159,0,0,0,1503450,0,0,0,0,0,0,0,150210,3032,327,1498180,0.007837348,2.74181E-06,31255.67188
2194,755,3335573.25,754,328,5400,1.444866,5400,203,XBGY-39,5,8,6,16,31,30,67,56,45,34,8,0,0,0,0,0,0,0,0,228,78730,37514,47,26686,9,4098668.41,16251,90527.23966,0,0,0,3883480,0,0,0,0,0,0,0,162510,4532,328,3869920,0.038391887,3.7929E-05,432373.2813
2195,755,3335573.25,754,334,5390,1.27176,5390,202,XBGY-40,5,8,6,16,30,30,78,67,56,45,8,0,0,0,0,0,0,0,0,228,40563,32052,1169,30406,7,1816632.06,16232,92572.63221,0,0,0,1816630,0,0,0,0,0,0,0,162320,4538,334,1810070,0.021180522,1.41803E-05,161644.2344
2196,755,3335573.25,754,504,5390,1.27176,5390,202,XBGY-40,5,8,6,16,30,30,78,67,56,45,8,0,0,0,0,0,0,0,0,228,40563,32052,1169,30406,7,1469758.488,16231,92843.62662,0,0,0,1469760,0,0,0,0,0,0,0,161110,4545,504,1464360,0.0106542,3.241E-06,36943.14844
2197,755,3335573.25,754,623,5490,1.382988,5490,212,XBGY-31,5,8,6,16,31,31,67,55,44,33,8,0,0,0,0,0,0,0,0,229,91289,61220,77488,9619,9,1112085.861,16222,91497.40434,1,0,162224,458288,0,0,0,0,0,0,0,162141,4559,623,456634,0.02761408,4.04678E-05,461298.4375
2198,755,3335573.25,754,725,5490,1.382988,5490,212,XBGY-31,5,8,6,16,31,31,67,55,44,33,8,0,0,0,0,0,0,0,0,229,91289,61220,77488,9619,9,2173058.452,16223,90625.83636,0,0,0,1102150,0,0,0,0,0,0,0,151520,4580,725,1098210,0.04069218,8.32956E-05,949532.9375
2199,755,3335573.25,754,729,5490,1.382988,5490,212,XBGY-31,5,8,6,16,31,31,67,55,44,33,8,0,0,0,0,0,0,0,0,229,91289,61220,77488,9619,9,1112085.861,16221,90624.84611,1,0,162211,680744,0,0,0,0,0,0,0,159820,4583,729,678242,0.013521653,4.92856E-06,56178.83203
2200,755,3335573.25,754,957,5480,1.063599,5480,211,XBGY-30,5,8,6,16,31,31,76,55,44,33,8,0,0,0,0,0,0,0,0,229,79753,41384,56679,4683,9,1546127.654,16214,89647.87497,1,0,162142,360231,0,0,0,0,0,0,0,161991,4627,957,358924,0.013019898,5.5898E-06,63718.11328
2201,755,3335573.25,754,958,5480,1.063599,5480,211,XBGY-30,5,8,6,16,31,31,76,55,44,33,8,0,0,0,0,0,0,0,0,229,79753,41384,56679,4683,9,1546127.654,16214,89647.87497,1,0,162143,665003,0,0,0,0,0,0,0,162412,4628,958,662621,0.010255524,3.34159E-06,38091.59766
2202,755,3335573.25,754,991,5490,1.382988,5490,212,XBGY-31,5,8,6,16,31,31,67,55,44,33,8,0,0,0,0,0,0,0,0,229,91289,61220,77488,9619,9,1112085.861,16221,90624.84611,1,0,162212,523356,0,0,0,0,0,0,0,160521,4661,991,521462,0.026722202,4.35673E-05,496621.75
2203,755,3335573.25,754,992,5490,1.382988,5490,212,XBGY-31,5,8,6,16,31,31,67,55,44,33,8,0,0,0,0,0,0,0,0,229,91289,61220,77488,9619,9,1112085.861,16222,91497.40434,1,0,162221,355933,0,0,0,0,0,0,0,160532,2111,992,354626,0.014554847,1.15372E-05,131508.1719
2204,755,3335573.25,754,993,5490,1.382988,5490,212,XBGY-31,5,8,6,16,31,31,67,55,44,33,8,0,0,0,0,0,0,0,0,229,91289,61220,77488,9619,9,1112085.861,16222,91497.40434,1,0,162222,323235,0,0,0,0,0,0,0,161011,4663,993,322049,0.0160564,1.46832E-05,167368.375
2205,755,3335573.25,754,994,5490,1.382988,5490,212,XBGY-31,5,8,6,16,31,31,67,55,44,33,8,0,0,0,0,0,0,0,0,229,91289,61220,77488,9619,9,1112085.861,16222,91497.40434,1,0,162223,304489,0,0,0,0,0,0,0,160542,4664,994,303384,0.022219404,2.66042E-05,303259.25
2206,756,3289784.25,755,327,5290,0.581797,5290,192,BA104A-07,5,8,5,15,30,30,68,57,46,35,8,0,0,0,0,0,0,0,0,228,10478,28785,513,10227,7,1503446.478,15021,92002.80159,0,0,0,1503450,0,0,0,0,0,0,0,150210,3032,327,1498180,0.008570088,3.08454E-06,35162.87891
2207,756,3289784.25,755,334,5390,1.27176,5390,202,XBGY-40,5,8,6,16,30,30,78,67,56,45,8,0,0,0,0,0,0,0,0,228,40563,32052,1169,30406,7,1816632.06,16232,92572.63221,0,0,0,1816630,0,0,0,0,0,0,0,162320,4538,334,1810070,0.044625554,0.000134027,1527782
