OBJECTID,FID_sz_1066,ID,AREA,ZONE,TAZ,SNAME,SECT6,SECT8,SECT12,SECT_T,SECT24,SECT50,CLASS2001,CLASS2010,CLASS2020,CLASS2030,HSSECT,DISTRICT,INCCLASS,EMPINC,INCCLASS05,INCCLASS30,EMPINC05,EMPINC30,TOURE,HKSZ,POP2005,POP2030,EMP2005,EMP2030,SECT29,mianji,CODE,_,_1,New_CODE,new_CODE_A,Area_A,codeA,code1112,code_1112,newTAZcode,TAZ_code,newCODE,code2,newCODE1,newTAZ_No,ORIG_ID,NewArea,FID_GRID_TAZ_50_100,grid_id,Grid_Area,Shape_Length,Shape_Area,segArea
3581,412,6870,0.854645,6870,350,LG102C-03,6,7,8,18,36,39,58,47,36,25,7,0,0,0,0,0,0,0,0,236,2026,9240,628,864,16,2208471.58,18243,116948.8477,0,0,0,2208470,0,0,0,0,0,0,0,182430,5565,412,2200870,2239,2239,830398.9829,0.00837094,2.04815E-06,23349.68359
3582,413,1200,0.61,1200,20,LH003-04-07,1,1,1,1,1,3,67,56,45,34,1,0,0,0,0,0,0,0,0,203,54890,20620,16045,1482,1,1576283.904,11063,123306.7903,1,0,110633,992588,0,0,0,0,0,0,0,110633,1528,413,989353,1643,1643,830647.5291,0.005977081,1.52987E-06,17445.17188
3583,413,1200,0.61,1200,20,LH003-04-07,1,1,1,1,1,3,67,56,45,34,1,0,0,0,0,0,0,0,0,203,54890,20620,16045,1482,1,1576283.904,11063,123306.7903,1,0,110633,992588,0,0,0,0,0,0,0,110633,1528,413,989353,1644,1644,830636.5299,0.030839777,4.99492E-05,569582.625
3584,413,1200,0.61,1200,20,LH003-04-07,1,1,1,1,1,3,67,56,45,34,1,0,0,0,0,0,0,0,0,203,54890,20620,16045,1482,1,1576283.904,11063,123306.7903,1,0,110633,992588,0,0,0,0,0,0,0,110633,1528,413,989353,1645,1645,830625.5649,0.023560319,2.23538E-05,254902.2344
3585,413,1200,0.61,1200,20,LH003-04-07,1,1,1,1,1,3,67,56,45,34,1,0,0,0,0,0,0,0,0,203,54890,20620,16045,1482,1,1576283.904,11063,123306.7903,1,0,110633,992588,0,0,0,0,0,0,0,110633,1528,413,989353,1743,1743,830598.7656,0.016408956,4.64531E-06,52970.22266
3586,413,1200,0.61,1200,20,LH003-04-07,1,1,1,1,1,3,67,56,45,34,1,0,0,0,0,0,0,0,0,203,54890,20620,16045,1482,1,1576283.904,11063,123306.7903,1,0,110633,992588,0,0,0,0,0,0,0,110633,1528,413,989353,1744,1744,830587.7684,0.015182712,5.52044E-06,62949.07813
3587,413,1200,0.61,1200,20,LH003-04-07,1,1,1,1,1,3,67,56,45,34,1,0,0,0,0,0,0,0,0,203,54890,20620,16045,1482,1,1576283.904,11063,123306.7903,1,0,110633,992588,0,0,0,0,0,0,0,110633,1528,413,989353,1745,1745,830576.8054,0.007670887,2.76284E-06,31504.1582
3588,414,1180,0.376479,1180,18,LH003-03-07,1,1,1,1,1,3,56,35,24,13,1,0,0,0,0,0,0,0,0,203,49500,6176,7423,701,1,972845.9898,11091,122780.788,1,0,110911,529730,0,0,0,0,0,0,0,110911,1529,414,528045,1543,1543,830696.2755,0.024692122,3.60299E-05,410888
3589,414,1180,0.376479,1180,18,LH003-03-07,1,1,1,1,1,3,56,35,24,13,1,0,0,0,0,0,0,0,0,203,49500,6176,7423,701,1,972845.9898,11091,122780.788,1,0,110911,529730,0,0,0,0,0,0,0,110911,1529,414,528045,1544,1544,830685.2744,0.014783467,1.02734E-05,117157.1953
3590,415,1160,0.687698,1160,16,LH003-01-08,1,1,1,1,1,3,54,33,22,12,1,0,0,0,0,0,0,0,0,203,89650,16212,34160,2437,1,1777054.637,11101,122491.087,1,0,111011,1353020,0,0,0,0,0,0,0,111011,1530,415,1348800,1342,1342,830804.7565,0.006984238,2.02504E-06,23096.18945
3591,415,1160,0.687698,1160,16,LH003-01-08,1,1,1,1,1,3,54,33,22,12,1,0,0,0,0,0,0,0,0,203,89650,16212,34160,2437,1,1777054.637,11101,122491.087,1,0,111011,1353020,0,0,0,0,0,0,0,111011,1530,415,1348800,1343,1343,830793.7173,0.021463488,1.72314E-05,196530.1875
3592,415,1160,0.687698,1160,16,LH003-01-08,1,1,1,1,1,3,54,33,22,12,1,0,0,0,0,0,0,0,0,203,89650,16212,34160,2437,1,1777054.637,11101,122491.087,1,0,111011,1353020,0,0,0,0,0,0,0,111011,1530,415,1348800,1443,1443,830745.0049,0.032744854,4.06927E-05,464089.5938
3593,415,1160,0.687698,1160,16,LH003-01-08,1,1,1,1,1,3,54,33,22,12,1,0,0,0,0,0,0,0,0,203,89650,16212,34160,2437,1,1777054.637,11101,122491.087,1,0,111011,1353020,0,0,0,0,0,0,0,111011,1530,415,1348800,1444,1444,830734.0018,0.02777496,4.16544E-05,475053.0313
3594,415,1160,0.687698,1160,16,LH003-01-08,1,1,1,1,1,3,54,33,22,12,1,0,0,0,0,0,0,0,0,203,89650,16212,34160,2437,1,1777054.637,11101,122491.087,1,0,111011,1353020,0,0,0,0,0,0,0,111011,1530,415,1348800,1543,1543,830696.2755,0.012391302,6.279E-06,71607.65625
3595,415,1160,0.687698,1160,16,LH003-01-08,1,1,1,1,1,3,54,33,22,12,1,0,0,0,0,0,0,0,0,203,89650,16212,34160,2437,1,1777054.637,11101,122491.087,1,0,111011,1353020,0,0,0,0,0,0,0,111011,1530,415,1348800,1544,1544,830685.2744,0.015796366,1.03841E-05,118422.1016
3596,416,1190,0.651549,1190,19,LH003-04-07,1,1,1,1,1,3,47,36,25,14,1,0,0,0,0,0,0,0,0,203,57420,6901,12071,2205,1,1683647.526,11062,121979.2671,0,0,0,1683650,0,0,0,0,0,0,0,110620,1531,416,1678210,1542,1542,830707.3107,0.011759532,5.93588E-06,67693.09375
3597,416,1190,0.651549,1190,19,LH003-04-07,1,1,1,1,1,3,47,36,25,14,1,0,0,0,0,0,0,0,0,203,57420,6901,12071,2205,1,1683647.526,11062,121979.2671,0,0,0,1683650,0,0,0,0,0,0,0,110620,1531,416,1678210,1543,1543,830696.2755,0.019278967,7.60009E-06,86674.39844
3598,416,1190,0.651549,1190,19,LH003-04-07,1,1,1,1,1,3,47,36,25,14,1,0,0,0,0,0,0,0,0,203,57420,6901,12071,2205,1,1683647.526,11062,121979.2671,0,0,0,1683650,0,0,0,0,0,0,0,110620,1531,416,1678210,1544,1544,830685.2744,0.00202564,1.5787E-07,1800.311035
3599,416,1190,0.651549,1190,19,LH003-04-07,1,1,1,1,1,3,47,36,25,14,1,0,0,0,0,0,0,0,0,203,57420,6901,12071,2205,1,1683647.526,11062,121979.2671,0,0,0,1683650,0,0,0,0,0,0,0,110620,1531,416,1678210,1642,1642,830658.5623,0.027335974,3.60674E-05,411299.6563
3600,416,1190,0.651549,1190,19,LH003-04-07,1,1,1,1,1,3,47,36,25,14,1,0,0,0,0,0,0,0,0,203,57420,6901,12071,2205,1,1683647.526,11062,121979.2671,0,0,0,1683650,0,0,0,0,0,0,0,110620,1531,416,1678210,1643,1643,830647.5291,0.033136176,7.13117E-05,813200
3601,416,1190,0.651549,1190,19,LH003-04-07,1,1,1,1,1,3,47,36,25,14,1,0,0,0,0,0,0,0,0,203,57420,6901,12071,2205,1,1683647.526,11062,121979.2671,0,0,0,1683650,0,0,0,0,0,0,0,110620,1531,416,1678210,1644,1644,830636.5299,0.014278976,5.10105E-06,58169.53906
3602,416,1190,0.651549,1190,19,LH003-04-07,1,1,1,1,1,3,47,36,25,14,1,0,0,0,0,0,0,0,0,203,57420,6901,12071,2205,1,1683647.526,11062,121979.2671,0,0,0,1683650,0,0,0,0,0,0,0,110620,1531,416,1678210,1742,1742,830609.7969,0.011045083,6.86057E-06,78232.20313
3603,416,1190,0.651549,1190,19,LH003-04-07,1,1,1,1,1,3,47,36,25,14,1,0,0,0,0,0,0,0,0,203,57420,6901,12071,2205,1,1683647.526,11062,121979.2671,0,0,0,1683650,0,0,0,0,0,0,0,110620,1531,416,1678210,1743,1743,830598.7656,0.019369403,1.41319E-05,161145.7031
3604,417,1150,0.214844,1150,15,LH003-02-01,1,1,1,1,1,3,56,34,23,12,1,0,0,0,0,0,0,0,0,203,47300,17719,20366,1904,1,555170.828,11072,121813.5215,0,0,0,555171,0,0,0,0,0,0,0,110720,1532,417,553445,1342,1342,830804.7565,0.003407295,4.46842E-07,5096.358887
3605,417,1150,0.214844,1150,15,LH003-02-01,1,1,1,1,1,3,56,34,23,12,1,0,0,0,0,0,0,0,0,203,47300,17719,20366,1904,1,555170.828,11072,121813.5215,0,0,0,555171,0,0,0,0,0,0,0,110720,1532,417,553445,1343,1343,830793.7173,0.000785724,1.81699E-08,207.2317047
3606,417,1150,0.214844,1150,15,LH003-02-01,1,1,1,1,1,3,56,34,23,12,1,0,0,0,0,0,0,0,0,203,47300,17719,20366,1904,1,555170.828,11072,121813.5215,0,0,0,555171,0,0,0,0,0,0,0,110720,1532,417,553445,1442,1442,830756.0421,0.019118444,1.69674E-05,193511.8906
3607,417,1150,0.214844,1150,15,LH003-02-01,1,1,1,1,1,3,56,34,23,12,1,0,0,0,0,0,0,0,0,203,47300,17719,20366,1904,1,555170.828,11072,121813.5215,0,0,0,555171,0,0,0,0,0,0,0,110720,1532,417,553445,1443,1443,830745.0049,0.023303554,3.08973E-05,352378.4063
3608,417,1150,0.214844,1150,15,LH003-02-01,1,1,1,1,1,3,56,34,23,12,1,0,0,0,0,0,0,0,0,203,47300,17719,20366,1904,1,555170.828,11072,121813.5215,0,0,0,555171,0,0,0,0,0,0,0,110720,1532,417,553445,1543,1543,830696.2755,0.002693225,1.97404E-07,2251.287598
3609,418,1170,0.214835,1170,17,LH003-02-01,1,1,1,1,1,3,47,35,24,13,1,0,0,0,0,0,0,0,0,203,28050,5601,19803,786,1,555148.0222,11071,121740.754,0,0,0,555148,0,0,0,0,0,0,0,110710,1533,418,553396,1442,1442,830756.0421,0.008304959,3.3808E-06,38556.85938
3610,418,1170,0.214835,1170,17,LH003-02-01,1,1,1,1,1,3,47,35,24,13,1,0,0,0,0,0,0,0,0,203,28050,5601,19803,786,1,555148.0222,11071,121740.754,0,0,0,555148,0,0,0,0,0,0,0,110710,1533,418,553396,1443,1443,830745.0049,0.006762255,1.24039E-06,14146.19336
3611,418,1170,0.214835,1170,17,LH003-02-01,1,1,1,1,1,3,47,35,24,13,1,0,0,0,0,0,0,0,0,203,28050,5601,19803,786,1,555148.0222,11071,121740.754,0,0,0,555148,0,0,0,0,0,0,0,110710,1533,418,553396,1542,1542,830707.3107,0.019973966,2.11687E-05,241414.9063
3612,418,1170,0.214835,1170,17,LH003-02-01,1,1,1,1,1,3,47,35,24,13,1,0,0,0,0,0,0,0,0,203,28050,5601,19803,786,1,555148.0222,11071,121740.754,0,0,0,555148,0,0,0,0,0,0,0,110710,1533,418,553396,1543,1543,830696.2755,0.020191231,2.27352E-05,259278.0938
3613,419,7250,1.124945,7250,378,LG103-05,6,7,9,19,37,40,77,66,55,44,7,0,0,0,0,0,0,0,0,237,46482,17304,65670,22960,23,1699064.478,19023,120867.4641,0,0,0,1699060,0,0,0,0,0,0,0,190230,5041,419,1692310,2841,2841,830083.2972,0.011808522,4.92927E-06,56170.75
3614,419,7250,1.124945,7250,378,LG103-05,6,7,9,19,37,40,77,66,55,44,7,0,0,0,0,0,0,0,0,237,46482,17304,65670,22960,23,1699064.478,19023,120867.4641,0,0,0,1699060,0,0,0,0,0,0,0,190230,5041,419,1692310,2842,2842,830072.2537,0.011844252,8.17986E-06,93212.64844
3615,419,7250,1.124945,7250,378,LG103-05,6,7,9,19,37,40,77,66,55,44,7,0,0,0,0,0,0,0,0,237,46482,17304,65670,22960,23,1699064.478,19023,120867.4641,0,0,0,1699060,0,0,0,0,0,0,0,190230,5041,419,1692310,2940,2940,830045.4011,0.013271816,6.69052E-06,76240.46875
3616,419,7250,1.124945,7250,378,LG103-05,6,7,9,19,37,40,77,66,55,44,7,0,0,0,0,0,0,0,0,237,46482,17304,65670,22960,23,1699064.478,19023,120867.4641,0,0,0,1699060,0,0,0,0,0,0,0,190230,5041,419,1692310,2941,2941,830034.3256,0.032215655,6.82827E-05,778086.9375
3617,419,7250,1.124945,7250,378,LG103-05,6,7,9,19,37,40,77,66,55,44,7,0,0,0,0,0,0,0,0,237,46482,17304,65670,22960,23,1699064.478,19023,120867.4641,0,0,0,1699060,0,0,0,0,0,0,0,190230,5041,419,1692310,2942,2942,830023.284,0.023055498,2.53197E-05,288518.0625
3618,419,7250,1.124945,7250,378,LG103-05,6,7,9,19,37,40,77,66,55,44,7,0,0,0,0,0,0,0,0,237,46482,17304,65670,22960,23,1699064.478,19023,120867.4641,0,0,0,1699060,0,0,0,0,0,0,0,190230,5041,419,1692310,3041,3041,829985.3369,0.021028927,2.4055E-05,274093.4688
3619,419,7250,1.124945,7250,378,LG103-05,6,7,9,19,37,40,77,66,55,44,7,0,0,0,0,0,0,0,0,237,46482,17304,65670,22960,23,1699064.478,19023,120867.4641,0,0,0,1699060,0,0,0,0,0,0,0,190230,5041,419,1692310,3042,3042,829974.2973,0.013378063,1.1057E-05,125988.2109
3620,420,6330,0.887161,6330,296,BA401E-02,5,7,8,18,32,36,88,77,66,55,7,0,0,0,0,0,0,0,0,235,11344,17684,11527,4936,17,2529394.626,18051,118135.8915,0,0,0,2529390,0,0,0,0,0,0,0,180510,5566,420,2518750,3238,3238,829920.6192,0.004784627,9.51834E-07,10844.38086
3621,420,6330,0.887161,6330,296,BA401E-02,5,7,8,18,32,36,88,77,66,55,7,0,0,0,0,0,0,0,0,235,11344,17684,11527,4936,17,2529394.626,18051,118135.8915,0,0,0,2529390,0,0,0,0,0,0,0,180510,5566,420,2518750,3239,3239,829909.4816,0.006137397,1.96627E-06,22401.91992
3622,420,6330,0.887161,6330,296,BA401E-02,5,7,8,18,32,36,88,77,66,55,7,0,0,0,0,0,0,0,0,235,11344,17684,11527,4936,17,2529394.626,18051,118135.8915,0,0,0,2529390,0,0,0,0,0,0,0,180510,5566,420,2518750,3337,3337,829882.7431,0.005028958,1.46201E-06,16656.125
3623,420,6330,0.887161,6330,296,BA401E-02,5,7,8,18,32,36,88,77,66,55,7,0,0,0,0,0,0,0,0,235,11344,17684,11527,4936,17,2529394.626,18051,118135.8915,0,0,0,2529390,0,0,0,0,0,0,0,180510,5566,420,2518750,3338,3338,829871.5735,0.031267805,4.50493E-05,513239.3125
3624,420,6330,0.887161,6330,296,BA401E-02,5,7,8,18,32,36,88,77,66,55,7,0,0,0,0,0,0,0,0,235,11344,17684,11527,4936,17,2529394.626,18051,118135.8915,0,0,0,2529390,0,0,0,0,0,0,0,180510,5566,420,2518750,3339,3339,829860.4379,0.024289261,3.01753E-05,343775.625
3625,420,6330,0.887161,6330,296,BA401E-02,5,7,8,18,32,36,88,77,66,55,7,0,0,0,0,0,0,0,0,235,11344,17684,11527,4936,17,2529394.626,18051,118135.8915,0,0,0,2529390,0,0,0,0,0,0,0,180510,5566,420,2518750,3437,3437,829833.6783,0.022729083,1.82261E-05,207635.5469
3626,420,6330,0.887161,6330,296,BA401E-02,5,7,8,18,32,36,88,77,66,55,7,0,0,0,0,0,0,0,0,235,11344,17684,11527,4936,17,2529394.626,18051,118135.8915,0,0,0,2529390,0,0,0,0,0,0,0,180510,5566,420,2518750,3438,3438,829822.5108,0.033180053,7.02893E-05,800743.625
3627,420,6330,0.887161,6330,296,BA401E-02,5,7,8,18,32,36,88,77,66,55,7,0,0,0,0,0,0,0,0,235,11344,17684,11527,4936,17,2529394.626,18051,118135.8915,0,0,0,2529390,0,0,0,0,0,0,0,180510,5566,420,2518750,3439,3439,829811.3772,0.021712816,2.70465E-05,308116.7813
3628,420,6330,0.887161,6330,296,BA401E-02,5,7,8,18,32,36,88,77,66,55,7,0,0,0,0,0,0,0,0,235,11344,17684,11527,4936,17,2529394.626,18051,118135.8915,0,0,0,2529390,0,0,0,0,0,0,0,180510,5566,420,2518750,3537,3537,829784.5966,0.013015528,9.7654E-06,111245.2813
3629,420,6330,0.887161,6330,296,BA401E-02,5,7,8,18,32,36,88,77,66,55,7,0,0,0,0,0,0,0,0,235,11344,17684,11527,4936,17,2529394.626,18051,118135.8915,0,0,0,2529390,0,0,0,0,0,0,0,180510,5566,420,2518750,3538,3538,829773.431,0.017671614,1.61606E-05,184096.0469
3630,421,4040,0.405927,4040,149,YT101-01-16,4,5,4,14,23,24,57,46,35,34,5,0,0,0,0,0,0,0,0,223,16669,4551,911,1278,4,1048952.983,14014,133778.0099,0,0,0,1048950,0,0,0,0,0,0,0,140140,2510,421,1045520,1355,1355,830663.9082,0.009411226,4.47997E-06,51086.80469
3631,421,4040,0.405927,4040,149,YT101-01-16,4,5,4,14,23,24,57,46,35,34,5,0,0,0,0,0,0,0,0,223,16669,4551,911,1278,4,1048952.983,14014,133778.0099,0,0,0,1048950,0,0,0,0,0,0,0,140140,2510,421,1045520,1356,1356,830653.3125,0.002655173,3.01848E-07,3442.057373
3632,421,4040,0.405927,4040,149,YT101-01-16,4,5,4,14,23,24,57,46,35,34,5,0,0,0,0,0,0,0,0,223,16669,4551,911,1278,4,1048952.983,14014,133778.0099,0,0,0,1048950,0,0,0,0,0,0,0,140140,2510,421,1045520,1455,1455,830615.219,0.02425745,2.94931E-05,336314.7188
3633,421,4040,0.405927,4040,149,YT101-01-16,4,5,4,14,23,24,57,46,35,34,5,0,0,0,0,0,0,0,0,223,16669,4551,911,1278,4,1048952.983,14014,133778.0099,0,0,0,1048950,0,0,0,0,0,0,0,140140,2510,421,1045520,1456,1456,830604.6252,0.028558788,4.29842E-05,490141.7188
3634,421,4040,0.405927,4040,149,YT101-01-16,4,5,4,14,23,24,57,46,35,34,5,0,0,0,0,0,0,0,0,223,16669,4551,911,1278,4,1048952.983,14014,133778.0099,0,0,0,1048950,0,0,0,0,0,0,0,140140,2510,421,1045520,1457,1457,830594.0655,0.006133607,1.75091E-06,19964.74023
3635,421,4040,0.405927,4040,149,YT101-01-16,4,5,4,14,23,24,57,46,35,34,5,0,0,0,0,0,0,0,0,223,16669,4551,911,1278,4,1048952.983,14014,133778.0099,0,0,0,1048950,0,0,0,0,0,0,0,140140,2510,421,1045520,1556,1556,830555.921,0.013324084,6.93592E-06,79086.82031
3636,421,4040,0.405927,4040,149,YT101-01-16,4,5,4,14,23,24,57,46,35,34,5,0,0,0,0,0,0,0,0,223,16669,4551,911,1278,4,1048952.983,14014,133778.0099,0,0,0,1048950,0,0,0,0,0,0,0,140140,2510,421,1045520,1557,1557,830545.3631,0.009782599,5.74233E-06,65476.13672
3637,422,4100,0.894403,4100,155,YT102-02-02,4,5,4,14,23,25,68,57,46,35,5,0,0,0,0,0,0,0,1000,224,9636,21245,164,1672,4,2311225.546,14061,134158.5315,0,0,0,2311230,0,0,0,0,0,0,0,140610,2511,422,2303370,1556,1556,830555.921,0.019063315,1.37439E-05,156708.4531
3638,422,4100,0.894403,4100,155,YT102-02-02,4,5,4,14,23,25,68,57,46,35,5,0,0,0,0,0,0,0,1000,224,9636,21245,164,1672,4,2311225.546,14061,134158.5315,0,0,0,2311230,0,0,0,0,0,0,0,140610,2511,422,2303370,1557,1557,830545.3631,0.02290036,3.31854E-05,378381.2188
3639,422,4100,0.894403,4100,155,YT102-02-02,4,5,4,14,23,25,68,57,46,35,5,0,0,0,0,0,0,0,1000,224,9636,21245,164,1672,4,2311225.546,14061,134158.5315,0,0,0,2311230,0,0,0,0,0,0,0,140610,2511,422,2303370,1655,1655,830517.7897,0.022189879,1.2307E-05,140319.3438
3640,422,4100,0.894403,4100,155,YT102-02-02,4,5,4,14,23,25,68,57,46,35,5,0,0,0,0,0,0,0,1000,224,9636,21245,164,1672,4,2311225.546,14061,134158.5315,0,0,0,2311230,0,0,0,0,0,0,0,140610,2511,422,2303370,1656,1656,830507.1997,0.032432848,6.70342E-05,764294.625
3641,422,4100,0.894403,4100,155,YT102-02-02,4,5,4,14,23,25,68,57,46,35,5,0,0,0,0,0,0,0,1000,224,9636,21245,164,1672,4,2311225.546,14061,134158.5315,0,0,0,2311230,0,0,0,0,0,0,0,140610,2511,422,2303370,1657,1657,830496.6437,0.022972446,3.04981E-05,347724.75
3642,422,4100,0.894403,4100,155,YT102-02-02,4,5,4,14,23,25,68,57,46,35,5,0,0,0,0,0,0,0,1000,224,9636,21245,164,1672,4,2311225.546,14061,134158.5315,0,0,0,2311230,0,0,0,0,0,0,0,140610,2511,422,2303370,1755,1755,830469.0495,0.020715134,2.62449E-05,299222.5625
3643,422,4100,0.894403,4100,155,YT102-02-02,4,5,4,14,23,25,68,57,46,35,5,0,0,0,0,0,0,0,1000,224,9636,21245,164,1672,4,2311225.546,14061,134158.5315,0,0,0,2311230,0,0,0,0,0,0,0,140610,2511,422,2303370,1756,1756,830458.4614,0.022671213,1.9009E-05,216722.5
3644,423,4110,0.541915,4110,156,YT102-01-20,4,5,4,14,23,25,67,56,45,34,5,0,0,0,0,0,0,0,0,224,4818,3015,0,16286,4,1400365.46,14025,135422.3286,0,0,0,1400370,0,0,0,0,0,0,0,140250,2512,423,1395580,1557,1557,830545.3631,0.009453961,4.62318E-06,52712.41016
3645,423,4110,0.541915,4110,156,YT102-01-20,4,5,4,14,23,25,67,56,45,34,5,0,0,0,0,0,0,0,0,224,4818,3015,0,16286,4,1400365.46,14025,135422.3286,0,0,0,1400370,0,0,0,0,0,0,0,140250,2512,423,1395580,1558,1558,830534.8394,0.005791164,1.189E-06,13556.61523
3646,423,4110,0.541915,4110,156,YT102-01-20,4,5,4,14,23,25,67,56,45,34,5,0,0,0,0,0,0,0,0,224,4818,3015,0,16286,4,1400365.46,14025,135422.3286,0,0,0,1400370,0,0,0,0,0,0,0,140250,2512,423,1395580,1656,1656,830507.1997,0.002900929,4.00405E-07,4565.138184
3647,423,4110,0.541915,4110,156,YT102-01-20,4,5,4,14,23,25,67,56,45,34,5,0,0,0,0,0,0,0,0,224,4818,3015,0,16286,4,1400365.46,14025,135422.3286,0,0,0,1400370,0,0,0,0,0,0,0,140250,2512,423,1395580,1657,1657,830496.6437,0.030992494,4.17794E-05,476341.8125
3648,423,4110,0.541915,4110,156,YT102-01-20,4,5,4,14,23,25,67,56,45,34,5,0,0,0,0,0,0,0,0,224,4818,3015,0,16286,4,1400365.46,14025,135422.3286,0,0,0,1400370,0,0,0,0,0,0,0,140250,2512,423,1395580,1658,1658,830486.1219,0.029426368,5.34729E-05,609658
3649,423,4110,0.541915,4110,156,YT102-01-20,4,5,4,14,23,25,67,56,45,34,5,0,0,0,0,0,0,0,0,224,4818,3015,0,16286,4,1400365.46,14025,135422.3286,0,0,0,1400370,0,0,0,0,0,0,0,140250,2512,423,1395580,1659,1659,830475.6341,0.003693188,6.4377E-07,7339.639648
3650,423,4110,0.541915,4110,156,YT102-01-20,4,5,4,14,23,25,67,56,45,34,5,0,0,0,0,0,0,0,0,224,4818,3015,0,16286,4,1400365.46,14025,135422.3286,0,0,0,1400370,0,0,0,0,0,0,0,140250,2512,423,1395580,1757,1757,830447.9073,0.018822196,1.60143E-05,182576.625
3651,423,4110,0.541915,4110,156,YT102-01-20,4,5,4,14,23,25,67,56,45,34,5,0,0,0,0,0,0,0,0,224,4818,3015,0,16286,4,1400365.46,14025,135422.3286,0,0,0,1400370,0,0,0,0,0,0,0,140250,2512,423,1395580,1758,1758,830437.3873,0.012056729,4.28204E-06,48819.08594
3652,424,4120,0.763477,4120,157,YT102-01-20,4,5,4,14,23,25,67,56,45,34,5,0,0,0,0,0,0,0,0,224,3099,9865,6098,3691,4,1972906.96,14026,136180.3943,1,0,140262,1007250,0,0,0,0,0,0,0,140262,2513,424,1003730,1658,1658,830486.1219,0.009539466,3.1863E-06,36326.60547
3653,424,4120,0.763477,4120,157,YT102-01-20,4,5,4,14,23,25,67,56,45,34,5,0,0,0,0,0,0,0,0,224,3099,9865,6098,3691,4,1972906.96,14026,136180.3943,1,0,140262,1007250,0,0,0,0,0,0,0,140262,2513,424,1003730,1659,1659,830475.6341,0.009555719,4.62817E-06,52765.55859
3654,424,4120,0.763477,4120,157,YT102-01-20,4,5,4,14,23,25,67,56,45,34,5,0,0,0,0,0,0,0,0,224,3099,9865,6098,3691,4,1972906.96,14026,136180.3943,1,0,140262,1007250,0,0,0,0,0,0,0,140262,2513,424,1003730,1758,1758,830437.3873,0.020025096,1.66312E-05,189609.2969
3655,424,4120,0.763477,4120,157,YT102-01-20,4,5,4,14,23,25,67,56,45,34,5,0,0,0,0,0,0,0,0,224,3099,9865,6098,3691,4,1972906.96,14026,136180.3943,1,0,140262,1007250,0,0,0,0,0,0,0,140262,2513,424,1003730,1759,1759,830426.9014,0.032880593,5.55762E-05,633593.75
3656,424,4120,0.763477,4120,157,YT102-01-20,4,5,4,14,23,25,67,56,45,34,5,0,0,0,0,0,0,0,0,224,3099,9865,6098,3691,4,1972906.96,14026,136180.3943,1,0,140262,1007250,0,0,0,0,0,0,0,140262,2513,424,1003730,1760,1760,830416.4496,0.009630235,4.99908E-06,56990.45313
3657,424,4120,0.763477,4120,157,YT102-01-20,4,5,4,14,23,25,67,56,45,34,5,0,0,0,0,0,0,0,0,224,3099,9865,6098,3691,4,1972906.96,14026,136180.3943,1,0,140262,1007250,0,0,0,0,0,0,0,140262,2513,424,1003730,1859,1859,830378.1518,0.014929698,3.02184E-06,34448.70313
3658,425,4050,0.363503,4050,150,YT101-01-16,4,5,4,14,23,24,67,45,34,22,5,0,0,0,0,0,0,0,0,223,29837,11286,16024,1750,4,939322.4864,14011,132516.6014,0,0,0,939323,0,0,0,0,0,0,0,140110,2514,425,936298,1353,1353,830685.2019,0.009935794,4.52402E-06,51590.30469
3659,425,4050,0.363503,4050,150,YT101-01-16,4,5,4,14,23,24,67,45,34,22,5,0,0,0,0,0,0,0,0,223,29837,11286,16024,1750,4,939322.4864,14011,132516.6014,0,0,0,939323,0,0,0,0,0,0,0,140110,2514,425,936298,1354,1354,830674.538,0.026968628,3.5984E-05,410350.375
3660,425,4050,0.363503,4050,150,YT101-01-16,4,5,4,14,23,24,67,45,34,22,5,0,0,0,0,0,0,0,0,223,29837,11286,16024,1750,4,939322.4864,14011,132516.6014,0,0,0,939323,0,0,0,0,0,0,0,140110,2514,425,936298,1355,1355,830663.9082,0.021955701,2.95795E-05,337312.3438
3661,425,4050,0.363503,4050,150,YT101-01-16,4,5,4,14,23,24,67,45,34,22,5,0,0,0,0,0,0,0,0,223,29837,11286,16024,1750,4,939322.4864,14011,132516.6014,0,0,0,939323,0,0,0,0,0,0,0,140110,2514,425,936298,1453,1453,830636.509,0.003990606,7.23346E-07,8248.732422
3662,425,4050,0.363503,4050,150,YT101-01-16,4,5,4,14,23,24,67,45,34,22,5,0,0,0,0,0,0,0,0,223,29837,11286,16024,1750,4,939322.4864,14011,132516.6014,0,0,0,939323,0,0,0,0,0,0,0,140110,2514,425,936298,1454,1454,830625.847,0.004796823,5.40301E-07,6161.290039
3663,425,4050,0.363503,4050,150,YT101-01-16,4,5,4,14,23,24,67,45,34,22,5,0,0,0,0,0,0,0,0,223,29837,11286,16024,1750,4,939322.4864,14011,132516.6014,0,0,0,939323,0,0,0,0,0,0,0,140110,2514,425,936298,1455,1455,830615.219,0.01416232,1.07544E-05,122634.6484
3664,426,4070,2.722152,4070,152,YT101-T1-01,4,5,4,14,23,24,87,76,65,54,5,0,0,0,0,0,0,0,0,223,43899,0,111,0,4,7034279.019,14991,131762.3517,0,0,0,7034280,0,0,0,0,0,0,0,149910,2515,426,7011140,1352,1352,830695.8999,0.017572604,1.0964E-05,125032.3516
